variable,coefficient,pvalue,std_error,policy,var,lower,upper,r2,grp
P_m11,22.92142139979676,0.0,1.5597589113312216,dt,num_visits_wt,19.24861937441269,26.70734401968693,0.6489882404972757,fr_grp_v_thr_3
P_m12,24.020641747136786,0.0,1.2240257926444897,dt,num_visits_wt,21.098369970160835,27.01343199880908,0.6489882404972757,fr_grp_v_thr_3
P_m13,26.357802831385357,0.0,1.0117017043165477,dt,num_visits_wt,23.88927612898264,28.87551558338717,0.6489882404972757,fr_grp_v_thr_3
P_m21,21.348106585945704,0.0,2.339707209828501,dt,num_visits_wt,15.970303205422166,26.975290785525495,0.6489882404972757,fr_grp_v_thr_3
P_m22,2.8747910409873345,0.07607115524854269,1.610532444159385,dt,num_visits_wt,-0.2967509741456431,6.147219224344824,0.6489882404972757,fr_grp_v_thr_3
P_m23,16.301030546323304,0.019839340220691115,6.697694253540387,dt,num_visits_wt,2.423758778517393,32.05851715894836,0.6489882404972757,fr_grp_v_thr_3
P_m31,37.742372294385326,0.0,1.691921464574575,dt,num_visits_wt,33.2865639415985,42.34713960814786,0.6489882404972757,fr_grp_v_thr_3
P_m32,32.10363953684339,0.0,2.9095386146334556,dt,num_visits_wt,24.882675500231286,39.74213403882372,0.6489882404972757,fr_grp_v_thr_3
P_m33,27.215618540397067,0.0,2.580848880467368,dt,num_visits_wt,21.01826065523058,33.730343776150875,0.6489882404972757,fr_grp_v_thr_3
P_m0,26.290801484092174,0.0,1.077584431327261,dt,num_visits_wt,23.665447163091137,28.971890737274464,0.6489882404972757,fr_grp_v_thr_3
rain,-0.06627399497806108,0.2641112118642921,0.05938395710380906,dt,num_visits_wt,-0.1824851311819753,0.05007243840486897,0.6489882404972757,fr_grp_v_thr_3
fuel_price,55.856242932267634,0.0,2.9986049992861252,dt,num_visits_wt,47.087319443044805,65.14794445192169,0.6489882404972757,fr_grp_v_thr_3
fuel_price_year,-29.82221838385499,2.5241259324015886e-05,8.770050937269215,dt,num_visits_wt,-40.48277691331893,-17.25217042820244,0.6489882404972757,fr_grp_v_thr_3
P_m11,23.03675971977148,0.0,1.6157059677226249,dt,num_visits_wt,19.23174274963022,26.963205378357415,0.6488259846398063,fr_grp_v_thr_4
P_m12,22.084463309132406,0.0,1.6870797120763115,dt,num_visits_wt,18.14619530480046,26.154008963446486,0.6488259846398063,fr_grp_v_thr_4
P_m13,26.905919657168177,0.0,1.256335088907612,dt,num_visits_wt,23.838178510704687,30.04965542705782,0.6488259846398063,fr_grp_v_thr_4
P_m21,15.163982598230907,4.163159600167887e-06,3.114759455532945,dt,num_visits_wt,8.444697663332246,22.299597616657675,0.6488259846398063,fr_grp_v_thr_4
P_m22,0.2764033988774228,0.920122916252798,2.7907769853930287,dt,num_visits_wt,-4.9900591867818145,5.834789418324227,0.6488259846398063,fr_grp_v_thr_4
P_m23,12.214495784765656,0.12347881902246227,7.768606429881331,dt,num_visits_wt,-3.090737315698866,29.936940138014823,0.6488259846398063,fr_grp_v_thr_4
P_m31,39.67666261164047,0.0,1.2854917739971494,dt,num_visits_wt,36.223318832610495,43.21755075061087,0.6488259846398063,fr_grp_v_thr_4
P_m32,32.49036690773488,3.397282455352979e-14,3.7800505529936856,dt,num_visits_wt,23.197439717371026,42.48427048172751,0.6488259846398063,fr_grp_v_thr_4
P_m33,26.522857543280786,5.35460564776713e-12,3.470376625192162,dt,num_visits_wt,18.339602728349824,35.27198935815239,0.6488259846398063,fr_grp_v_thr_4
P_m0,25.93188942471789,0.0,0.993532392263119,dt,num_visits_wt,23.515224317004858,28.395838341168943,0.6488259846398063,fr_grp_v_thr_4
rain,-0.06606204041299524,0.2658565573476721,0.059410589561315064,dt,num_visits_wt,-0.18232549566504774,0.05033683365236463,0.6488259846398063,fr_grp_v_thr_4
fuel_price,55.868305745283386,0.0,3.0059398597556575,dt,num_visits_wt,47.07817438362063,65.1837795629502,0.6488259846398063,fr_grp_v_thr_4
fuel_price_year,-29.865406790788175,2.6384282808988857e-05,8.807772004274561,dt,num_visits_wt,-40.55981338833957,-17.24687547234779,0.6488259846398063,fr_grp_v_thr_4
P_m11,22.7330930963072,0.0,1.9349310583250512,dt,num_visits_wt,18.20853456558722,27.43083396088444,0.6487301263226155,fr_grp_v_thr_5
P_m12,22.292300935583455,1.5276668818842154e-13,2.7625862716779803,dt,num_visits_wt,15.931883569261496,29.0016724276239,0.6487301263226155,fr_grp_v_thr_5
P_m13,29.656936650457343,0.0,1.3743331699394457,dt,num_visits_wt,26.234210861668416,33.17246653526171,0.6487301263226155,fr_grp_v_thr_5
P_m21,8.2671091161999,0.23183212818278753,6.868974062234234,dt,num_visits_wt,-4.950822087439599,23.323180418903398,0.6487301263226155,fr_grp_v_thr_5
P_m22,-1.9783196423409866,0.46277396449816677,2.758575572525279,dt,num_visits_wt,-7.069314464178311,3.3915736738583835,0.6487301263226155,fr_grp_v_thr_5
P_m23,4.70492657329733,0.5004258245913118,7.061351248833114,dt,num_visits_wt,-8.401565388274168,19.686779530576825,0.6487301263226155,fr_grp_v_thr_5
P_m31,38.89446904237024,0.0,1.1999588542128459,dt,num_visits_wt,35.68495034956567,42.17990632609387,0.6487301263226155,fr_grp_v_thr_5
P_m32,28.951943079545096,0.0,2.4299554026419035,dt,num_visits_wt,23.02443472349365,35.16504799525584,0.6487301263226155,fr_grp_v_thr_5
P_m33,22.643310172351192,0.00016247360691590274,5.561503583017324,dt,num_visits_wt,10.299564551568018,36.3684579461716,0.6487301263226155,fr_grp_v_thr_5
P_m0,25.896189908803535,0.0,0.962642819521542,dt,num_visits_wt,23.55426591151413,28.28250418245144,0.6487301263226155,fr_grp_v_thr_5
rain,-0.06616527779511605,0.26485418274808037,0.059378786050445775,dt,num_visits_wt,-0.18236642983326945,0.05017114801433298,0.6487301263226155,fr_grp_v_thr_5
fuel_price,55.856752649303345,0.0,3.0039045106584172,dt,num_visits_wt,47.0729686033758,65.16513929826641,0.6487301263226155,fr_grp_v_thr_5
fuel_price_year,-29.85857345180979,2.6907216357674457e-05,8.814968155005666,dt,num_visits_wt,-40.561726949155144,-17.228084436325464,0.6487301263226155,fr_grp_v_thr_5
P_m11,21.633436412332973,0.0,1.9028634503071018,dt,num_visits_wt,17.22168274866287,26.211230777113293,0.6486963294548473,fr_grp_v_thr_6
P_m12,26.158228820575058,0.0004387963794767469,6.832958041197701,dt,num_visits_wt,10.82923106533389,43.60740885914964,0.6486963294548473,fr_grp_v_thr_6
P_m13,30.654499563508853,0.0,1.7436346852597318,dt,num_visits_wt,26.30206016269472,35.15692645236048,0.6486963294548473,fr_grp_v_thr_6
P_m21,-1.064707465802217,0.9099128875964881,9.92221859257052,dt,num_visits_wt,-17.808828476252756,19.0905534908846,0.6486963294548473,fr_grp_v_thr_6
P_m22,1.6759332604408206,0.8144583491832464,7.339037661285608,dt,num_visits_wt,-11.501850769749677,16.815950325522678,0.6486963294548473,fr_grp_v_thr_6
P_m23,-6.14816789294631,0.42641106139651064,8.30488154816389,dt,num_visits_wt,-19.73358600744056,9.736637675966131,0.6486963294548473,fr_grp_v_thr_6
P_m31,35.23364014328803,0.0,1.636244337042858,dt,num_visits_wt,30.999524494284515,39.604609230487966,0.6486963294548473,fr_grp_v_thr_6
P_m32,20.408270002526386,0.004420802882420416,6.742074669717235,dt,num_visits_wt,5.954518803806019,36.83372496691011,0.6486963294548473,fr_grp_v_thr_6
P_m33,16.699945790561756,0.03843488046753274,7.745306984910161,dt,num_visits_wt,0.8256498692163605,35.07353897728862,0.6486963294548473,fr_grp_v_thr_6
P_m0,25.927225106846773,0.0,0.9410999817977439,dt,num_visits_wt,23.636423994649512,28.26047139471386,0.6486963294548473,fr_grp_v_thr_6
rain,-0.06615458128539364,0.26425300184911404,0.059294495265982405,dt,num_visits_wt,-0.18219093777911421,0.05001666532618021,0.6486963294548473,fr_grp_v_thr_6
fuel_price,55.83594767437909,0.0,3.0093009622623734,dt,num_visits_wt,47.03823730547781,65.16004974351732,0.6486963294548473,fr_grp_v_thr_6
fuel_price_year,-29.880658029940697,2.7367333724326315e-05,8.831559863087811,dt,num_visits_wt,-40.598194973327885,-17.229415568997375,0.6486963294548473,fr_grp_v_thr_6
P_m11,10.567679253732232,1.087101067520635e-05,2.309878625319417,dt,d_ha_wt,5.728023913213587,15.628867759707909,0.45184411634705146,fr_grp_v_thr_3
P_m12,12.389944401810183,3.5336619539139136e-05,2.86432256162632,dt,d_ha_wt,6.338112750507907,18.786193171193478,0.45184411634705146,fr_grp_v_thr_3
P_m13,16.210405681642868,0.0,1.8022422059360776,dt,d_ha_wt,12.212413501969909,20.350841473122184,0.45184411634705146,fr_grp_v_thr_3
P_m21,3.001386608949108,0.34878995491269094,3.206601903886841,dt,d_ha_wt,-3.177363151668555,9.574434127271282,0.45184411634705146,fr_grp_v_thr_3
P_m22,-4.020900938252659,0.021939523700970076,1.8071579077034272,dt,d_ha_wt,-7.331644870126897,-0.5918747150063575,0.45184411634705146,fr_grp_v_thr_3
P_m23,1.572547368593158,0.7513512978299381,5.0475809256556925,dt,d_ha_wt,-7.77249811117443,11.864489091134377,0.45184411634705146,fr_grp_v_thr_3
P_m31,21.57323682904575,0.0,2.277378754707793,dt,d_ha_wt,16.32427043613942,27.059055325907334,0.45184411634705146,fr_grp_v_thr_3
P_m32,13.064614768304894,3.899075888380565e-06,2.6953669414809367,dt,d_ha_wt,7.321678247727004,19.11486403704219,0.45184411634705146,fr_grp_v_thr_3
P_m33,14.667301811183208,7.145395386487507e-13,1.9253912604005219,dt,d_ha_wt,10.46034942248404,19.034478646874575,0.45184411634705146,fr_grp_v_thr_3
P_m0,11.293781029503357,6.857932000059463e-10,1.7495661453936995,dt,d_ha_wt,7.574005268815198,15.142182025212069,0.45184411634705146,fr_grp_v_thr_3
rain,0.0674501348745471,0.0007255898211364631,0.019952560868530256,dt,d_ha_wt,0.028329009534688865,0.10658656050446247,0.45184411634705146,fr_grp_v_thr_3
fuel_price,-8.608678999886909,0.008930972985584207,3.502801298547209,dt,d_ha_wt,-14.572171080409547,-2.2288912198922484,0.45184411634705146,fr_grp_v_thr_3
fuel_price_year,48.643144952162956,0.6151757374314131,120.00933225473563,dt,d_ha_wt,-68.30632086118075,597.1353639473007,0.45184411634705146,fr_grp_v_thr_3
P_m11,12.461656345495742,7.330289926166245e-07,2.3997594553682333,dt,d_ha_wt,7.354173078946147,17.81213328960738,0.45177251075222147,fr_grp_v_thr_4
P_m12,16.26492728664164,8.179204447067434e-08,2.8498011505150744,dt,d_ha_wt,10.034883851796694,22.847708324702776,0.45177251075222147,fr_grp_v_thr_4
P_m13,14.460682619999353,1.9984014443252818e-15,1.714988797100614,dt,d_ha_wt,10.708785024422518,18.339731241256672,0.45177251075222147,fr_grp_v_thr_4
P_m21,-2.938590767990601,0.5114647785322735,4.647594097256524,dt,d_ha_wt,-11.207153902473955,6.099957104157805,0.45177251075222147,fr_grp_v_thr_4
P_m22,-3.1841859659905047,0.12402272971816153,2.1261632691337518,dt,d_ha_wt,-7.095215922954523,0.8914873457396721,0.45177251075222147,fr_grp_v_thr_4
P_m23,0.12578265486442586,0.9822447523585447,5.8109657625336375,dt,d_ha_wt,-10.367258928975499,11.847213779898302,0.45177251075222147,fr_grp_v_thr_4
P_m31,22.97458652695481,0.0,2.115584687788874,dt,d_ha_wt,18.03079243774899,28.12545454569777,0.45177251075222147,fr_grp_v_thr_4
P_m32,14.915856389962045,2.88127783631964e-07,2.746623750883792,dt,d_ha_wt,8.9722616121799,21.183628333197536,0.45177251075222147,fr_grp_v_thr_4
P_m33,13.506817621154088,2.9675897357250847e-06,2.7482209301819216,dt,d_ha_wt,7.632820819392805,19.701384284082547,0.45177251075222147,fr_grp_v_thr_4
P_m0,11.469320122789451,1.5972578815137695e-10,1.7121608411391431,dt,d_ha_wt,7.821351523828768,15.240712094866215,0.45177251075222147,fr_grp_v_thr_4
rain,0.06755151149635541,0.0007766371892792279,0.02009392944395394,dt,d_ha_wt,0.028153246301498847,0.10696529455545001,0.45177251075222147,fr_grp_v_thr_4
fuel_price,-8.624415681344988,0.008854559994178723,3.505616532366296,dt,d_ha_wt,-14.591434116223635,-2.240515068036697,0.45177251075222147,fr_grp_v_thr_4
fuel_price_year,48.77846488923745,0.6138279719160549,119.74698852200807,dt,d_ha_wt,-68.2031981162179,596.1401871704586,0.45177251075222147,fr_grp_v_thr_4
P_m11,13.81453746168555,1.2334891330567643e-08,2.2981672736876346,dt,d_ha_wt,8.85718537797291,18.997647170827857,0.4517314132309109,fr_grp_v_thr_5
P_m12,16.1647882699814,0.0019703535427937346,4.961001229483664,dt,d_ha_wt,5.647798469306586,27.728719664045222,0.4517314132309109,fr_grp_v_thr_5
P_m13,11.600510160043576,4.013041722039645e-06,2.409006416709736,dt,d_ha_wt,6.51328355188896,16.930709979610903,0.4517314132309109,fr_grp_v_thr_5
P_m21,-6.392877435371657,0.2441867614904889,5.836707339754366,dt,d_ha_wt,-16.242714222872824,4.615297804005469,0.4517314132309109,fr_grp_v_thr_5
P_m22,-2.703653781650883,0.40638376836643175,3.3562614692436377,dt,d_ha_wt,-8.79955957881795,3.7997069281933804,0.4517314132309109,fr_grp_v_thr_5
P_m23,4.6472335091426675,0.5585876886384196,8.075207876276513,dt,d_ha_wt,-10.127701205307682,21.851155784209,0.4517314132309109,fr_grp_v_thr_5
P_m31,20.08180597160143,0.0,1.8433795811553244,dt,d_ha_wt,15.858847363864136,24.458687907668185,0.4517314132309109,fr_grp_v_thr_5
P_m32,22.64948397917257,0.0001255143212459675,5.467717479280365,dt,d_ha_wt,10.497447418038576,36.13794953512719,0.4517314132309109,fr_grp_v_thr_5
P_m33,14.23673987142835,1.3763649532538835e-05,3.1088709290788996,dt,d_ha_wt,7.583596406672588,21.301324480011473,0.4517314132309109,fr_grp_v_thr_5
P_m0,11.681595732863158,1.3360423878339134e-11,1.6466242605787995,dt,d_ha_wt,8.163234122896634,15.314403517806507,0.4517314132309109,fr_grp_v_thr_5
rain,0.0672920557749368,0.0008378213198358964,0.020142649513155142,dt,d_ha_wt,0.02779839577331522,0.10680130893370166,0.4517314132309109,fr_grp_v_thr_5
fuel_price,-8.642014222070838,0.008717845723009932,3.5060029792260083,dt,d_ha_wt,-14.608508304623724,-2.258627883271458,0.4517314132309109,fr_grp_v_thr_5
fuel_price_year,48.75130638604639,0.6139115123213192,119.70825308129727,dt,d_ha_wt,-68.19801611575751,595.7726672680659,0.4517314132309109,fr_grp_v_thr_5
P_m11,16.303362790725174,7.339244227910768e-07,3.0967967317230283,dt,d_ha_wt,9.555002344302022,23.4674082149253,0.4517238469886373,fr_grp_v_thr_6
P_m12,11.356162825908278,0.22928231462411208,9.359621327539692,dt,d_ha_wt,-6.555027360544575,32.70050436158449,0.4517238469886373,fr_grp_v_thr_6
P_m13,6.035571561356035,0.14809005284137555,4.135207871558344,dt,d_ha_wt,-2.0598099487330157,14.800087997154176,0.4517238469886373,fr_grp_v_thr_6
P_m21,-18.5899571938942,0.00020502794610455233,5.695926729575307,dt,d_ha_wt,-26.966068858858605,-9.253206473524633,0.4517238469886373,fr_grp_v_thr_6
P_m22,2.0377932383058184,0.7073622789295038,5.520749131101477,dt,d_ha_wt,-8.16257858814594,13.371119189539238,0.4517238469886373,fr_grp_v_thr_6
P_m23,5.310190735148779,0.5126138029787943,8.22256856510364,dt,d_ha_wt,-9.799556229028372,22.951016747020535,0.4517238469886373,fr_grp_v_thr_6
P_m31,14.638904400489494,2.3215508249130323e-07,2.6769041140578542,dt,d_ha_wt,8.854357745619534,20.730843250723474,0.4517238469886373,fr_grp_v_thr_6
P_m32,26.798669664734675,0.072755780641929,14.147397359363477,dt,d_ha_wt,-2.1674485776288943,64.34103368452084,0.4517238469886373,fr_grp_v_thr_6
P_m33,17.20656042354305,0.00695380552878766,6.05881052398789,dt,d_ha_wt,4.443449539515232,31.5293382867466,0.4517238469886373,fr_grp_v_thr_6
P_m0,11.812635450980856,3.3171243529750427e-12,1.6163255285625455,dt,d_ha_wt,8.353439281348995,15.382266861241556,0.4517238469886373,fr_grp_v_thr_6
rain,0.06724870863998866,0.0008227579399218143,0.0200993732428989,dt,d_ha_wt,0.027839892187175863,0.10667305131843996,0.4517238469886373,fr_grp_v_thr_6
fuel_price,-8.657025768575899,0.008599079078351224,3.5061368807100424,dt,d_ha_wt,-14.622755939089915,-2.2744405348791075,0.4517238469886373,fr_grp_v_thr_6
fuel_price_year,48.69574067979714,0.614273175801002,119.7220027463934,dt,d_ha_wt,-68.21379460442874,595.5980753649225,0.4517238469886373,fr_grp_v_thr_6
