variable,coefficient,pvalue,std_error,policy,var,lower,upper,r2,grp
fuel_price,-9.995024578034805,0.0009263032056077147,3.230588492753106,dt,d_ha_wt,-15.432684463988455,-4.20772435115394,0.46295761097698485,all_weekday
fuel_price_year,42.10467046431117,0.6202889518761057,103.2475688906556,dt,d_ha_wt,-64.6092520792977,470.5936877349199,0.46295761097698485,all_weekday
P_m,14.849526380636302,0.0,1.6480080186500379,dt,d_ha_wt,11.228396060097623,18.588545525097587,0.46718373214933084,all_weekend
rain,0.21083150277376728,0.0010130397748691067,0.06409636242186156,dt,d_ha_wt,0.08505940200365103,0.33676165531932867,0.46718373214933084,all_weekend
fuel_price,-2.330420340158612,0.6611053805243954,5.5260987004760675,dt,d_ha_wt,-12.102850707439327,8.528511649210913,0.46718373214933084,all_weekend
fuel_price_year,59.55357212342616,0.6365353593143916,168.7743208522513,dt,d_ha_wt,-77.02148488146072,1007.8758677842561,0.46718373214933084,all_weekend
P_m1,7.25816741519405,2.5939173031730434e-09,1.1834974065489945,dt,d_ha_wt,4.8131010734246304,9.760271945457344,0.4517900282968631,pt_grp
P_m2,8.734809014348954,7.453024504222583e-07,1.7064326664847806,dt,d_ha_wt,5.187940965292714,12.401275116584753,0.4517900282968631,pt_grp
P_m3,13.432383287018723,0.0,1.3871293957957498,dt,d_ha_wt,10.410641119324993,16.536825144121448,0.4517900282968631,pt_grp
P_m4,15.443349529656292,0.0,1.3396280956227358,dt,d_ha_wt,12.471292807922673,18.493942924497155,0.4517900282968631,pt_grp
rain,0.06651818269260978,0.0010260004463324979,0.02025487716279528,dt,d_ha_wt,0.026804851195061374,0.10624728145074425,0.4517900282968631,pt_grp
fuel_price,-8.68940076880591,0.008518658009516678,3.5157525877198337,dt,d_ha_wt,-14.668554362408592,-2.2912893405062085,0.4517900282968631,pt_grp
fuel_price_year,49.47258927300098,0.6103334555983315,120.06343575279237,dt,d_ha_wt,-68.14482229936314,601.3633750198346,0.4517900282968631,pt_grp
P_m1,10.319487624482292,1.9850077803695854e-08,1.7649961875442433,dt,d_ha_wt,6.600589235317589,14.168124557571948,0.4517211391859669,f_grp
P_m2,11.751674553145364,2.990052094808959e-08,2.025079894108406,dt,d_ha_wt,7.445626822950335,16.23029372810725,0.4517211391859669,f_grp
P_m3,12.317811227255614,3.3220093342833934e-12,1.68217961838788,dt,d_ha_wt,8.704867853156518,16.05083533078515,0.4517211391859669,f_grp
P_m4,12.627392755883227,0.0,1.2262731374935276,dt,d_ha_wt,9.968792370560141,15.350267339880963,0.4517211391859669,f_grp
rain,0.06689096501386604,0.0008154035874350374,0.019977605883592098,dt,d_ha_wt,0.027720967134126084,0.10607630152890124,0.4517211391859669,f_grp
fuel_price,-8.668356908198016,0.008382027375497536,3.4992558431353515,dt,d_ha_wt,-14.622222875252799,-2.2992948427269067,0.4517211391859669,f_grp
fuel_price_year,48.774097339094766,0.6137336465297136,119.68819157515699,dt,d_ha_wt,-68.18745052413102,595.7547384201862,0.4517211391859669,f_grp
P_m1,10.207895992033533,2.481931682396521e-08,1.758903727650396,dt,d_ha_wt,6.505256245775093,14.039257470662946,0.45168860724574533,r_grp
P_m2,9.43597251789534,7.025305321706199e-06,2.0271974133465376,dt,d_ha_wt,5.214874024705618,13.82641657799628,0.45168860724574533,r_grp
P_m3,11.930272659676211,2.0590811278253796e-09,1.8983969003310008,dt,d_ha_wt,7.879728977697997,16.13290148568558,0.45168860724574533,r_grp
P_m4,12.509119784326138,0.0,1.3397549850629353,dt,d_ha_wt,9.612334985074146,15.48245949114686,0.45168860724574533,r_grp
rain,0.06172791509886366,0.002452371747430515,0.02037370679364159,dt,d_ha_wt,0.021783579222378613,0.10168820300009429,0.45168860724574533,r_grp
fuel_price,-9.58003524527371,0.0036366910624729964,3.5236135749901587,dt,d_ha_wt,-15.513444181806202,-3.229928749381805,0.45168860724574533,r_grp
fuel_price_year,51.59599367356669,0.5971991176851341,119.75129835050006,dt,d_ha_wt,-67.60228374225701,609.3507800070188,0.45168860724574533,r_grp
P_m1,11.200630170888992,1.9093171488293592e-11,1.5941175399595053,dt,d_ha_wt,7.806541437557257,14.701575484314278,0.4516628796314244,cluster
P_m2,10.328509276040588,1.9976531540066844e-10,1.5571033849089977,dt,d_ha_wt,7.037459628578535,13.720747870060656,0.4516628796314244,cluster
P_m3,7.930355976597547,4.903637533582028e-06,1.6843757203390597,dt,d_ha_wt,4.454122848903719,11.522278140094722,0.4516628796314244,cluster
P_m4,8.212997560920176,4.647073642405353e-05,1.9569592325383356,dt,d_ha_wt,4.179592984353886,12.402558943365992,0.4516628796314244,cluster
rain,0.06100266335336002,0.0037564855821790033,0.02104630891242021,dt,d_ha_wt,0.019740345159213746,0.10228200397623954,0.4516628796314244,cluster
fuel_price,-9.743210296158145,0.003267637173683724,3.5465999198780684,dt,d_ha_wt,-15.702600861853998,-3.362521608840474,0.4516628796314244,cluster
fuel_price_year,52.094281856226424,0.5952801226763977,120.20791701931502,dt,d_ha_wt,-67.62776433799466,614.583657887787,0.4516628796314244,cluster
