variable,coefficient,pvalue,std_error,policy,var,lower,upper,r2,grp
P_m12,12.203870578338583,0.0008745588481193778,3.520453045258809,dt,d_ha_wt,4.8472631265816135,20.07665433823542,0.6104567425643291,fr_grp_v_thr_4
P_m13,14.503974167156276,0.0,1.629747622137434,dt,d_ha_wt,10.932794356708598,18.190118405503817,0.6104567425643291,fr_grp_v_thr_4
P_m21,-1.4039700218040796,0.7588028195564056,4.71246708913311,dt,d_ha_wt,-9.91275614961581,7.908475295416095,0.6104567425643291,fr_grp_v_thr_4
P_m22,-4.118402583550907,0.052444544963235584,2.1921186756434174,dt,d_ha_wt,-8.108045286812581,0.04445712167104876,0.6104567425643291,fr_grp_v_thr_4
P_m23,2.860158864799378,0.7037810673239631,7.698754651901085,dt,d_ha_wt,-11.056254270502574,18.953976976291507,0.6104567425643291,fr_grp_v_thr_4
P_m31,17.443858628071276,0.0,1.8767447942897864,dt,d_ha_wt,13.24094509467757,21.802762401165076,0.6104567425643291,fr_grp_v_thr_4
P_m32,15.017513918040692,0.0022619046660585784,4.688696996109831,dt,d_ha_wt,5.138335169661445,25.824976080694405,0.6104567425643291,fr_grp_v_thr_4
P_m33,19.509801310351627,0.0,2.1385741106101586,dt,d_ha_wt,14.654700879347061,24.5704929645189,0.6104567425643291,fr_grp_v_thr_4
P_m0,9.155799627441885,1.7830181775480014e-12,1.2503069881125928,dt,d_ha_wt,6.529568135923691,11.846774569700846,0.6104567425643291,fr_grp_v_thr_4
rain,0.06628972846265402,0.001953175654356043,0.021397889252661173,dt,d_ha_wt,0.024336121400825306,0.10826093229354683,0.6104567425643291,fr_grp_v_thr_4
fuel_price,-11.800304362539249,0.00010092646274029171,3.2820094974476355,dt,d_ha_wt,-17.20974496814455,-6.037415785861599,0.6104567425643291,fr_grp_v_thr_4
fuel_price_year,57.53976764128692,0.518377843654773,102.12942089626024,dt,d_ha_wt,-60.33866524636616,525.7676031994041,0.6104567425643291,fr_grp_v_thr_4
