coefficient,pvalue,policy,var
-0.0013078892739144593,0.19660880120243984,1,num_visits_wt
-0.00025372486429337324,0.6404909658010822,1,num_visits_wt
0.0005444669259270825,0.5053716273496502,1,num_visits_wt
0.0009074957548050418,0.3438828965980023,1,num_visits_wt
0.00022665124267720369,0.8337164555001082,1,num_visits_wt
0.0008297919187353495,0.3031035366475161,1,num_visits_wt
0.0007099276794357159,0.5140441151620023,1,num_visits_wt
-4.890336425604666e-06,0.9941568573836019,1,num_visits_wt
0.0004326099601788355,0.6123992913277494,1,num_visits_wt
-0.0003399191789372504,0.7457740162815671,1,num_visits_wt
0.0006894773426293128,0.2694101512769713,1,num_visits_wt
0.00016872014318444772,0.9039360637655454,1,num_visits_wt
0.0002609901305870653,0.8517152893755746,1,num_visits_wt
0.001126946459267045,0.27289791830289856,1,num_visits_wt
-0.0003657628002176583,0.7385971237949347,1,num_visits_wt
0.0019011223551014163,0.023577243511010204,1,num_visits_wt
-0.0017404949716567474,0.056383924793241835,1,num_visits_wt
0.0012925293017474946,0.032894285173204585,1,num_visits_wt
-0.0029333184572681806,0.00613036355232266,1,num_visits_wt
-0.0014138620984766653,0.3200164358297597,1,num_visits_wt
-0.00025227831297126315,0.7761053022369171,1,num_visits_wt
0.0008059129294164255,0.37316133190534884,1,num_visits_wt
0.001085273978428606,0.27312990107240576,1,num_visits_wt
0.00014627099452747678,0.8687363015841683,1,num_visits_wt
0.00038022092252056907,0.661520377456031,1,num_visits_wt
0.00026670192471567154,0.8828167462586878,1,num_visits_wt
-0.0011395295463626283,0.2956896174115631,1,num_visits_wt
-0.00022831223780964523,0.8096215510510514,1,num_visits_wt
-0.0013825390706742756,0.028927645468703078,1,num_visits_wt
0.0017165351983417733,0.023533795251083678,1,num_visits_wt
0.0002755694337010837,0.7192741558414066,1,num_visits_wt
0.0002689829659000943,0.6775254654520726,1,num_visits_wt
-0.0010099999874113325,0.11998600759533429,1,num_visits_wt
-0.00011624494434738594,0.8938268443372066,1,num_visits_wt
0.0011144725325660531,0.1589096992959318,1,num_visits_wt
-0.002182279827425336,0.005717255772708318,1,num_visits_wt
-0.0006128571751975077,0.6063735855076742,1,num_visits_wt
-8.907587620100976e-05,0.9168661428077332,1,num_visits_wt
-0.000809787165270128,0.4534343229642479,1,num_visits_wt
0.0015327750456247545,0.10401432534295019,1,num_visits_wt
0.00028537439197454605,0.7799834817994253,1,num_visits_wt
0.0007572554034618697,0.31216924612040176,1,num_visits_wt
0.0007845292694330018,0.35452989961724146,1,num_visits_wt
0.0010978015238596924,0.32021835267020426,1,num_visits_wt
-0.0002150070083877012,0.8306622407398612,1,num_visits_wt
8.294840143934886e-05,0.9009799757744013,1,num_visits_wt
0.0003897555951048082,0.6362084011768778,1,num_visits_wt
-0.0006202218673402427,0.43288443305515534,1,num_visits_wt
-0.0008234458234589442,0.05311587177413357,1,num_visits_wt
0.00042995404944997983,0.5852230003265668,1,num_visits_wt
-0.0006692794796291465,0.29104086027661236,1,num_visits_wt
0.00016554511942482066,0.8441670072157084,1,num_visits_wt
0.00099062265710349,0.4307457378743198,1,num_visits_wt
-0.0012376884106806132,0.3293305460232032,1,num_visits_wt
-0.0002534586678853457,0.8083519138276138,1,num_visits_wt
-0.0010067627246429594,0.20195373171165087,1,num_visits_wt
0.00027372139001636316,0.7172076779230605,1,num_visits_wt
-0.0010014170017324804,0.3131410478602896,1,num_visits_wt
-0.001019837654590861,0.28690980304734315,1,num_visits_wt
0.0013994777355204671,0.16590736935075578,1,num_visits_wt
-0.0011435352883569943,0.2896232274183941,1,num_visits_wt
0.0002644877356339608,0.7566091077012747,1,num_visits_wt
-0.00020192365730359955,0.8173789093731525,1,num_visits_wt
0.002761446888720078,0.010235059663746382,1,num_visits_wt
-0.0012418297096442807,0.11681463590741603,1,num_visits_wt
-0.0009834906223215108,0.41362985847913825,1,num_visits_wt
0.0008114799386028235,0.3943130603763576,1,num_visits_wt
0.0003247273025286919,0.7510378908781754,1,num_visits_wt
-0.00016772487448165165,0.8633222976296797,1,num_visits_wt
0.0008184539904906231,0.5099348810908344,1,num_visits_wt
-0.00043522520559405786,0.4598258428684603,1,num_visits_wt
-6.093568850906899e-06,0.9942570447814185,1,num_visits_wt
0.00031001613358737644,0.7713831179949056,1,num_visits_wt
0.0013055212998733141,0.10077475437878247,1,num_visits_wt
-0.0005466390376547351,0.6019886070909282,1,num_visits_wt
-0.0009896194355494348,0.03856698666532954,1,num_visits_wt
0.0008201995107472081,0.4685825425721939,1,num_visits_wt
-0.00028912975389980657,0.6852431091758069,1,num_visits_wt
0.0023113658585267633,0.008604562640406765,1,num_visits_wt
-0.00010723936586240662,0.8813665538477304,1,num_visits_wt
-0.0006858485963088082,0.53547194047019,1,num_visits_wt
0.0001308954332196267,0.9175203102683336,1,num_visits_wt
-0.000734309495182733,0.4365741628189941,1,num_visits_wt
0.0007108252555124928,0.5266154538495218,1,num_visits_wt
-0.0007465240027011096,0.48089587320250793,1,num_visits_wt
0.0018143295387070993,0.1575511899931188,1,num_visits_wt
0.0005007800793242546,0.4358130263313864,1,num_visits_wt
-0.0007153016885614414,0.4042123386156131,1,num_visits_wt
0.000276359486017134,0.771433155007317,1,num_visits_wt
-0.002085815487108414,0.02044769873754748,1,num_visits_wt
-0.000517102567320593,0.32691737167262835,1,num_visits_wt
0.00032667893105490186,0.6458406472698739,1,num_visits_wt
-0.0011982515529307303,0.32908316535397986,1,num_visits_wt
-0.0010112783393417034,0.25739523199074155,1,num_visits_wt
-0.000663459197855523,0.4166132454470337,1,num_visits_wt
0.0005653036640651605,0.40836622912684706,1,num_visits_wt
0.00046179792393008387,0.582430873581312,1,num_visits_wt
0.0017767016045441909,0.00015702782249538139,1,num_visits_wt
6.367409708184181e-06,0.993189707154148,1,num_visits_wt
-0.0002151173829541627,0.894215396180672,1,num_visits_wt
-0.002212510923880961,0.010519709480962591,1,num_visits_wt
0.0012251890564186152,0.23679433197654243,1,num_visits_wt
0.00030675078141357404,0.741328999166285,1,num_visits_wt
0.0010074576630702031,0.2588917138649238,1,num_visits_wt
0.0017843763935702956,0.1406808267198525,1,num_visits_wt
0.00041309782318667396,0.5991535488318451,1,num_visits_wt
-0.001004274241627673,0.3138811673156612,1,num_visits_wt
-0.00034380822761067285,0.6299568370746411,1,num_visits_wt
0.00042144295692485013,0.6671420310371325,1,num_visits_wt
0.00012860355495332012,0.8618046601044083,1,num_visits_wt
0.002244385924368704,0.062046371375957365,1,num_visits_wt
0.00037488869673915745,0.7510183446819132,1,num_visits_wt
0.00012173895240347372,0.9073040398390695,1,num_visits_wt
0.00010678601175153975,0.9001146059949565,1,num_visits_wt
0.0008923971317071304,0.1321084513591977,1,num_visits_wt
-0.0014797368772171509,0.04770322404545757,1,num_visits_wt
0.0012852652017114857,0.2624871554244168,1,num_visits_wt
-0.0010693759680914037,0.5287412098584405,1,num_visits_wt
-0.0010580109860704049,0.2326028041065018,1,num_visits_wt
-0.00010465179849795333,0.9139025087672705,1,num_visits_wt
-0.0007697070686935104,0.31034543395357805,1,num_visits_wt
-0.0012725917495876758,0.1255646996694313,1,num_visits_wt
0.000689885824398755,0.12340941229945823,1,num_visits_wt
-0.0012943784087493526,0.13104938616540807,1,num_visits_wt
-0.002159251167469502,0.009910842448113577,1,num_visits_wt
0.0014290755823241949,0.10504769510029632,1,num_visits_wt
-0.0013000266751330817,0.02751830850870296,1,num_visits_wt
-0.000305442812422325,0.7306362862655837,1,num_visits_wt
0.00016194167312133398,0.8582370002414312,1,num_visits_wt
-0.001274481774738499,0.21497358052806748,1,num_visits_wt
0.0008700361269147086,0.5313850110914542,1,num_visits_wt
0.00041499955769374913,0.5840659633959904,1,num_visits_wt
0.0011398863679651426,0.2659285587007991,1,num_visits_wt
0.0009329329129623956,0.46510823062535556,1,num_visits_wt
0.0007974281636040043,0.5255947233183311,1,num_visits_wt
0.0020638653620587235,0.025431059319784177,1,num_visits_wt
-0.00048496002314473715,0.6197910137815199,1,num_visits_wt
-0.0006658276581149899,0.5525551595170877,1,num_visits_wt
0.0012266527066472014,0.13336087808717534,1,num_visits_wt
-0.0009084394992937149,0.35300375527677463,1,num_visits_wt
0.0014396699407453557,0.14216105401198065,1,num_visits_wt
0.0005167718243866026,0.6345379403003495,1,num_visits_wt
-1.0330842317987967e-05,0.989376463180792,1,num_visits_wt
0.000950087917324663,0.34143912463190373,1,num_visits_wt
-0.00010540376432959538,0.8720620321661567,1,num_visits_wt
0.0007533131769453572,0.6338609968194782,1,num_visits_wt
-0.0004657674960289248,0.685599543415246,1,num_visits_wt
0.000915456046499579,0.3483193840289427,1,num_visits_wt
-2.094727609162221e-05,0.9849197373931788,1,num_visits_wt
-0.0018008459904747258,0.0741669846529025,1,num_visits_wt
-0.0009364622375204502,0.35608581873124767,1,num_visits_wt
0.00044884728043686855,0.7576259038490876,1,num_visits_wt
-0.0006308456666562857,0.5477246639929263,1,num_visits_wt
-0.000639362102574565,0.3266919438594411,1,num_visits_wt
1.886732508567832e-06,0.9979007357438021,1,num_visits_wt
0.00011133431002689898,0.912641797875164,1,num_visits_wt
-0.0010610287424553401,0.2247902972295055,1,num_visits_wt
0.00033181846453495575,0.7624609372568918,1,num_visits_wt
-0.001367117268991459,0.08410624220171048,1,num_visits_wt
-0.0011938192638046837,0.2212749294133416,1,num_visits_wt
-0.0012345339851401876,0.1477157931444577,1,num_visits_wt
-0.0018409893741553928,0.012853912560337077,1,num_visits_wt
0.0015526964447028157,0.3217663723851141,1,num_visits_wt
-0.00023853932631388885,0.8523482336197628,1,num_visits_wt
-0.00037994493185924857,0.7006679974709393,1,num_visits_wt
0.0004719661909002242,0.6615686346599614,1,num_visits_wt
8.222586453333155e-05,0.9360311283959168,1,num_visits_wt
0.001455525390174508,0.01197581628823996,1,num_visits_wt
-0.00013347153531596294,0.8584858793983694,1,num_visits_wt
0.0007947203684057526,0.5173940729097692,1,num_visits_wt
0.002390279348390104,0.0007210473102197135,1,num_visits_wt
0.0008300147104139152,0.5056037829038544,1,num_visits_wt
-0.0021472894276065024,0.03168140302880107,1,num_visits_wt
-0.0005005180630846923,0.5356373988348184,1,num_visits_wt
-0.0013002789791715893,0.1840978785917886,1,num_visits_wt
0.0017582103203539728,0.14745774248787402,1,num_visits_wt
0.0012725679879098792,0.3253614801199558,1,num_visits_wt
0.0011657883647656756,0.244122068529804,1,num_visits_wt
0.0005886443495149404,0.43987118611760945,1,num_visits_wt
-0.0011084934715428045,0.09280564610982123,1,num_visits_wt
0.0018128314839027033,0.015055856039740911,1,num_visits_wt
-0.0015812203910512076,0.0885361910884408,1,num_visits_wt
-0.001817075570677691,0.019786075669957937,1,num_visits_wt
-0.0010915501697342776,0.23104864222164978,1,num_visits_wt
0.0014399235379429596,0.11440208415952036,1,num_visits_wt
-0.002145049240502482,0.0971999121147138,1,num_visits_wt
-0.0005984736465228787,0.5955078781218701,1,num_visits_wt
-0.002231159781610654,0.01851173794622163,1,num_visits_wt
-0.0004700558551015353,0.7341253347881196,1,num_visits_wt
0.0005922714182273612,0.5573408265995572,1,num_visits_wt
-0.0012770831492640857,0.14836082419216745,1,num_visits_wt
-0.00016588066602540852,0.8511279743943463,1,num_visits_wt
-0.0004103336088725055,0.7558194765612849,1,num_visits_wt
0.0017330584185381345,0.10678401232449031,1,num_visits_wt
-0.0005178761901971598,0.42616496045785235,1,num_visits_wt
0.00023225253500735134,0.7998771880758928,1,num_visits_wt
0.0013033792157018298,0.15991325650917876,1,num_visits_wt
-0.00013314713866911242,0.8588831881154042,1,num_visits_wt
-0.0021295115378691548,0.00949895644992016,1,num_visits_wt
-0.0005677542266301195,0.524574657146591,1,num_visits_wt
0.002015870842632862,0.06699657819886107,1,num_visits_wt
0.0015332533532265505,0.241539876427463,1,num_visits_wt
0.00014187462816290754,0.7950811825983306,1,num_visits_wt
0.0008753161739529433,0.380172745859499,1,num_visits_wt
0.0001735625200115876,0.8341449995543777,1,num_visits_wt
0.0001573530460085812,0.8920528185041923,1,num_visits_wt
0.00017340303354231138,0.7976036224263079,1,num_visits_wt
0.0008718239306636527,0.2068848242046828,1,num_visits_wt
-0.0007194757212479355,0.25630150371584604,1,num_visits_wt
0.00017144930426477462,0.8839396855709454,1,num_visits_wt
0.0010998367066310769,0.19557302021947054,1,num_visits_wt
-0.0006038700855261604,0.5328715562006656,1,num_visits_wt
0.0005216602937281159,0.7076487123777231,1,num_visits_wt
0.0013568504582113577,0.0454017955894479,1,num_visits_wt
0.0014645650480387214,0.07696788858410364,1,num_visits_wt
0.0009912162191270527,0.41713236021467814,1,num_visits_wt
0.0005253519391831898,0.5948665909612632,1,num_visits_wt
-0.0002342999272004896,0.8158121044363273,1,num_visits_wt
0.001177771810898155,0.42858330852161375,1,num_visits_wt
0.0005086169223317869,0.5881342410625012,1,num_visits_wt
-0.000707873841243166,0.537657128633062,1,num_visits_wt
0.0003444618102520183,0.7129570883601979,1,num_visits_wt
0.0019919109343319225,0.014820723895511811,1,num_visits_wt
-0.0002073393654784553,0.7559268217076363,1,num_visits_wt
-0.0012563803478700855,0.1837163407773863,1,num_visits_wt
0.00020047950422021312,0.7846304405169626,1,num_visits_wt
1.704579439182597e-05,0.9872875689843457,1,num_visits_wt
0.0003495755133628982,0.8030792093885448,1,num_visits_wt
-0.0002571223192135021,0.7732853467487255,1,num_visits_wt
0.0007466916654757375,0.5188671014276562,1,num_visits_wt
-0.0016578936424264923,0.0773684437225366,1,num_visits_wt
0.0017488842303059,0.0022651380637841445,1,num_visits_wt
-0.0006361391556575039,0.6476642911567694,1,num_visits_wt
-0.001466039244207777,0.14695923299827052,1,num_visits_wt
-0.001820345620043599,0.0589455602758675,1,num_visits_wt
-0.0021338652855797755,0.049893529317440066,1,num_visits_wt
0.001768069926847697,0.18167205989661195,1,num_visits_wt
-0.0002322251312083301,0.7998557165655475,1,num_visits_wt
0.0008759486303432241,0.22557747071831624,1,num_visits_wt
-0.0004337110583973399,0.6313842675365917,1,num_visits_wt
-0.0025485037552714237,0.0021024268629254994,1,num_visits_wt
0.0005625636045332365,0.5672041274646364,1,num_visits_wt
0.00047658162144579224,0.4965182077667374,1,num_visits_wt
7.516920725273385e-05,0.9526846188596609,1,num_visits_wt
-8.021138002171998e-06,0.9956345407170244,1,num_visits_wt
-0.0010555030209332566,0.41429466823940464,1,num_visits_wt
-0.0013727349971954606,0.023411075068301868,1,num_visits_wt
0.0006805574207856033,0.5922256694801211,1,num_visits_wt
-0.0022982489938825584,0.00560354726919865,1,num_visits_wt
-0.0010445522795267514,0.45006292048088836,1,num_visits_wt
0.0025992096852824344,0.015231878988891445,1,num_visits_wt
-0.0016281416356410125,0.08190456738341667,1,num_visits_wt
